,job_id,job_desc,job_req,comp,address,sal_amt_min,sal_amt_max,sal_mid,sal_range,emp_type_clean,Professional,Executive,Manager,Fresh/entry level,Non-executive,job_title_clean,Information Technology,Engineering,Admin / Secretarial,Banking and Finance,Public / Civil Service,Advertising / Media ,Consulting ,Accounting / Auditing / Taxation,Logistics / Supply Chain,Others,Insurance,General Management,Sciences / Laboratory / R&D,Professional Services,Sales / Retail ,Customer Service,Education and Training,Telecommunications,Risk Management,Environment / Health  ,Healthcare / Pharmaceutical,Manufacturing,Building and Construction,Design,Repair and Maintenance,Marketing / Public Relations ,Travel / Tourism,Human Resources ,Legal,Events / Promotions ,General Work
316, JOB-2019-0088339 ,"Business Function   Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.       Responsibilities     Deliver data initiative project in DBS across all countries Strategic Project Governance 	 Drive enterprise strategy on testing and production deployment of machine learning and AI products Work closely with and manage project managers from each domain, team members, tech, and stakeholders to monitoring, develop and execute project plans and associated project content.  Track project milestones and deliverables. Implement and track key milestones & relevant KPIs to measure success of projects. Keep management and project sponsors abreast of project developments – set up periodic reviews and prepare relevant documents to communicate progress.   Drive project and program delivery 	 Responsible for ensuring project delivery on time on schedule and with quality Drive the discussion between data science and IT on the architecture and solution design to ensure production and deployment is fully considered Drive the testing and deployment of the machine learning products into production Lead the requirement gathering and release road map for analytic platform features Develop enterprise standards and practice on testing and production deployment of machine learning and AI products Effectively communicate with team members and stakeholders in a timely and clear fashion. Identify and resolve issues and conflicts within the program, projects and project management community and with other stakeholders if necessary.  Resolve issues at the project or line level and escalate issues which cannot be resolved in a timely and accurate manner.   Manage key stakeholders and business and technology leads 	 Manage and communicate effectively with domain leads at senior level and working level teams.  Responsible for ensuring project steering committee meetings, cross function meetings and other key project meetings are effective and achieve objectives on a consistent manner.   Change management 	 Drive the adoption of software development practice in data science teams, such as agile development, software development life cycle (SDLC), continues improvement and continues deployment (CI/CD) and testing strategy. Able to work with users to drive changes within the organization for projects implementation Develop best practices and tools for project execution and management. Ensure utilization of standards and practices across all projects.   "," At least 15 years of solid experience working in a banking / financial institution in project management office and financial management. Excellent presentation, analytical and articulation skills Solid track record of deploying machine learning solution into production environment and integrate into operation  Expert in identifying and solving issues when putting model into production – load balancing, distribution, through-put, latency, availability, stability, refactoring, repackaging, versioning, scoring, real time / online scoring, performance monitoring and management,  Expert on the open source stack of bid data and machine learning solutions such as Hadoop, Spark, YARN, Mesos, Hive, Impala, Spark Streaming, Kafka, API, Anaconda / R studio server, Kubernetes,  Familiar with development, deployment, production and operation life cycle of the machine learning product and software best practices such as SDLC, CICD, Test-Driven Development (TDD) Excellent problem-solving skills and strategic thinker Proficiency in Python, R, Spark, Java and Scala Good interpersonal skill and able to influence the decision making of data science and IT team Solid written and communication skills Degree in Computing / Computer Science / Engineering preferred. ",DBS BANK LTD.,"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982",10000.0,20000.0,15000.0,1.0,Permanent,0,0,1,0,0,management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317, JOB-2019-0056439 ," Project management  Sound knowledge of Data Centre construction / installations, full cycle To liaise with project team on construction and installations of mechanical and electrical services To liaise with Owner / Consultants / Contractors, Suppliers, etc. Attend all necessary meetings / discussions     "," With at least 8 - 10 years of relevant experience as Project Manager in Data Centre Construction / installations  Bachelor degree / diploma in Electrical Engineering or it's equivalent  Fluent in written and spoken English Organized, responsible, good team player, initiative and positive work attitude Good project management skills and able to work independently Responsible for P&L $8,000-$12,000 (negotiable)   License No. 11C4619 Reg No. R1217747",CHONG SENG CONSULTANTS PTE. LTD.,"GOLDEN MILE TOWER, 6001 BEACH ROAD 199589",8000.0,12000.0,10000.0,1.0,Permanent,0,0,1,0,0,management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318, JOB-2019-0087191 ," Engage client data management during start up. Act as a data liaison between Clinical Data Management and all other Covance departments and business units. Create standard data transfer format(s) in compliance with client requests while adhering to both internal processes and regulatory standards. Provide ongoing client support (study maintenance). Attend training to increase Data Manager’s capabilities (including corporate, departmental and sponsor-related training Ensure uninterrupted client service. Record data transfer activities and maintain protocol portfolios as required to track workload and productivity. "," Bachelor's Degree in relevant fields 4 years of relevant experience in data management and/or clinical trials. Client-facing and stakeholder management skills. Strong organizational, planning and critical-thinking skills. Well-polished, inclusive, and engaging communication skills (written and verbal). Strong negotiation skills to facilitate, guide, influence, and produce a unified approach within a global, cross-functional environment. Ability to handle multiple tasks in a timely and professional manner under demanding conditions. Ability to use standard Microsoft suite of software products. Conversant with database management and terminology. Strong technical aptitude. ",COVANCE (ASIA) PTE. LTD.,"THE SYNERGY, 1 INTERNATIONAL BUSINESS PARK 609917",5000.0,8000.0,6500.0,0.0,Permanent,1,0,0,0,0,management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319, JOB-2019-0087047 ,"Johnson & Johnson Family of Companies, caring for the world, one person at a time has inspired and united the people of Johnson & Johnson for years. We embrace research and science -- bringing innovative ideas, products and services to advance the health and well-being of people. Thriving on a diverse company culture, celebrating the uniqueness of our employees and committed to inclusion.  Proud to be an equal opportunity employer. We are seeking an IT Manager who can combine Information Technology (IT) expertise with knowledge of the finance planning and analysis and on Finance environment to support transformational change to accelerate business value realization by leveraging legacy (SAP) and emerging platforms in Big Data, in memory and Cloud Based Data Technologies. This position is in Corporate Business Technology ASPAC, reporting into the regional Product Line Owner for Finance & Procurement. Purpose & Responsibilities:  Partner with key business stakeholders in identifying the business’s priorities and product needs, negotiate with business to determine whether story points are built or backlogged & align IT capacity with top business priorities. He/She will be responsible for definition, design and implementation of data acquisition, ingestion and integration of various financial data sets, processes, tools and models in support of Financial Analytics, Planning & Reporting projects. Act as Technical Application owner and support any application lifecycle (ALM) initiatives and requirements He/She will be responsible for identifying, analyzing and planning of the implementation of enhancements/system improvements in financial source systems to improve the overall financial data quality, completeness and timeliness of reporting. "," Must have Bachelor or equivalent degree in Business, IT, Management, Finance or related field. at least 5 years of professional experience in IT Finance, inclusive of at least 2 years of experience in financial data analytics and reporting and SOX compliance Working knowledge of SAP, Business Warehouse, Teradata, SAP Hana or cloud-based technologies both in project and in enterprise level models.   Strong data mapping skills sufficient to take ownership of all mapping deliverables and ensure successful hand over to the technical or support team Strong SQL skills Takes the initiatives to develop analytics tasks using new technologies (Alteryx, Tableau) Experience with Agile System Development methodologies, including use of Agile tools like JIRA Articulate with excellent verbal and written communication skills Ability to think creatively, highly-driven and self-motivated Demonstrated ability to roll-up sleeves and work with the team in a hands-on management capacity. Able to handle business users in conceptual analysis, problem solving and data analysis, with capability to facilitate business requirements. ",JOHNSON & JOHNSON PTE. LTD.,"ASCENT, 2 SCIENCE PARK DRIVE 118222",8000.0,16000.0,12000.0,1.0,Permanent,0,0,1,0,0,management,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320, JOB-2019-0087681 ,"·        With the use of data analytics, support the audit by providing insight from analysis and correlation of data extracted from various systems which support the business. Type of testing that the DA can perform includes the following: ·        Background information – Performing data profiling and generating statistics to provide context and information on business processes ·        Recalculation – Re-performing calculations such as payroll, claims payments and metrics from MI packs ·        Exception detection - Finding cases where known restrictions or guidelines have not been adhered to ·        Anomaly detection - Finding typical patterns of behaviour and detecting unusual or anomalous patterns. ·        Root cause analysis - Identifying and quantifying the factors that contribute to a control failure. ·        Provide independent, objective assurance that risks are being managed to ensure they are within the risk appetite approved by the Board. Support the Audit Director in his / her assessment of the overall risk management environment in Prudential.","·        Minimum 5-10 years of hands on technical experience mining and analyzing data using databases and analytics software ·        A strong working knowledge of SQL in a relational database environment ·        Experience in machine learning and predictive analytics is an added advantage ·        Experience within the financial services industry is preferred, and experience on either insurance of investment management would be ideal ·        Experience of working in an audit / risk management environment would be ideal ·        High attention to detail and rigorous logical thinking ability.  ·        Good team player, who can win and maintain the professional respect of the team.",Company Undisclosed,,6000.0,10000.0,8000.0,1.0,Permanent,1,0,0,0,0,management,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321, JOB-2019-0059260 ,"As Senior Manager/Assistant Director in Management Decision Support Office, you will identify, design and build models for initiatives where data analytics can be applied to transform and optimize program deliverables. Job Responsibilities  Collaborate with key stakeholders, namely programme and cross-functional teams and senior management, to prioritize information needs. Identify available and relevant datasets and make strategic recommendations on such collection, integration usage and leading in the discovery processes with stakeholders to model and frame scenarios that will impact on business processes and decision-making. Manage the entire data modeling cycle, including data preparation, data modeling, evaluation and deployment. Interpret data and analyze results to derive insights and foresight, and provide feedback to align programmes. Mentor and train junior data professionals in the application of data science. Collaborate with data engineering on future-proofing architecture that scales with time and complexity "," Minimum Master’s degree in Analytics, Statistics, Computer Science, Information Management, Mathematics, Economics, Operation Research, Engineering or Finance. At least 5 years of relevant working experience.   Good interpersonal skills, a detail-oriented and flexible person who can work across different areas within the team as well as alignment cross functionally outside the team. Ability to deliver clear, concise reports and presentations/dashboards and effectively articulate observations and recommendations. Proficient in the use of Data Visualization & Management Tools (e.g. Tableau), Commercial Statistical Software (e.g. SAS, SPSS, STATA) and/or open source platforms (e.g. R and Python). Ability to build and interpret probabilistic models of complex, high-dimensional systems is a plus. Experience with Regression Models, Neural Networks, Cluster Analysis, Structural Equations Models, formulating and solving OR models like linear (large-scale), mixed integer, non-linear and evolutionary programming methods is a plus; Knowledge of natural language processing, text mining, Random Forest and Ensemble Models is a plus Familiar with database management, architecture design, system integration, security and data governance is a plus Can-do attitude and ability to work independently, comfortable with ambiguity Thrive in problem solving, learning and applying new knowledge. ",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,1E KENT RIDGE ROAD 119228,5410.0,10890.0,8150.0,1.0,Permanent,0,0,1,0,0,management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322, JOB-2019-0086041 ,"The Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.  In addition the Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.  As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.","~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels.",ERNST & YOUNG ADVISORY PTE. LTD.,1 RAFFLES QUAY 048583,8000.0,16000.0,12000.0,1.0,Permanent,0,0,1,0,0,management,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323, JOB-2019-0085303 ,"To provide a high-quality service covering aspects of shareholding disclosures in all relevant territories. To support the Regulatory Reporting function for:  Shareholding Disclosures (SSH) To support and identifying development areas and delivering training where appropriate. To review and oversee the outputs of the Regulatory reporting. To provide support to Compliance team. To assist with identifying and mitigating risks through the application of business processes and appropriate use of available technology. To comply with regulatory requirements associated with all activities  Key Responsibilities /Deliverables  To review and oversee the outputs of the Regulatory reporting. Responding to client/company queries Investigation and implementation of new funds/instruments Maintaining proper systems and controls to ensure integrity of Regulatory Reporting data. Ensuring and understanding the disclosure rules relating to the assets managed Ensure statutory/regulatory disclosures are provided to Companies & regulatory bodies within designated timescales. Ensure daily transaction reporting is supplied to Regulatory bodies in a timely and accurate manner. Provision of holding information to Compliance to prevent breach of reporting limits. Client relationship management. Assist and support with provision of disclosure information to support MIS/KPIs Continually monitor and improve, where necessary, the processes, controls and procedures associated with the function. Assist in the implementation of appropriate systems, processes, controls and procedures resulting from Regulatory, Organisational and Strategic changes impacting the function. Utilising flexible working arrangements to allow team coverage over longer business hours.  Key controls  Responsibilities agreed, and delivery monitored Control/exception reports from systems Periodic reconciliations against internal and external data Four eye review process against all controls and deliverables. Technical/legal advice sought from Legal & Compliance where necessary Adequate cover and cross training for key tasks Control Self certification "," A high level of literacy & numeracy and an extensive knowledge of MS Excel & Word is required. Knowledge of MS Access is useful. Thorough knowledge of financial markets from an operational perspective including experience of client reporting, preferably within a fund management business. Thorough knowledge of Regulatory Reporting for transactional reporting and/or shareholding disclosures is an advantage. Good communication skills, both written and verbal, and able to liaise effectively with personnel at all levels. Knowledge of the compliance framework surrounding Shareholding disclosures Additional qualifications would be an advantage. ",EASTSPRING INVESTMENTS (SINGAPORE) LIMITED,"MARINA BAY FINANCIAL CENTRE, 10 MARINA BOULEVARD 018983",5000.0,8000.0,6500.0,0.0,Permanent,0,0,1,0,0,management,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324, JOB-2019-0083875 ,"We are looking for a passionate Data Analytics Manager who can help shape the development of SingEx’s BI infrastructure & Data Governance including Data Warehousing, Reporting and Analytics platforms.  Core responsibility is to drive data requirements, identify and track key metrics, and provide data-driven insights that are tailored and relevant to support evolving business needs.  Responsibilities:  Understand business requirements and work objectives in order to analyse relevant customer data sets and propose actionable recommendations that would support decision-making and planning process Acquire data from primary or secondary data sources and maintain databases/data systems Collect, organize, analyse, and disseminate significant amounts of information with attention to detail and accuracy Assist with reports and data extraction when needed, support others in the daily use of data systems and ensure adherence to legal and company standards Develop reporting, toolkits, and dashboards to help the business optimize performance in various functions (ie: Sales & Marketing) Locate and define new process improvement opportunities Monitor and analyse information and data systems and evaluate their performance to discover ways of enhancing them (new technologies, upgrades etc.) Troubleshoot data-related problems and authorize maintenance or modifications Understand, articulate, optimise & document the Data Governance needed at corporate level, in order to support regulatory requirements & business analytics environment "," Working experience as a data analyst or business data analyst Proficient in one or more tools/languages like: SQL, R, Python, Excel (Advanced), Alteryx, Tableau, Jedox, Data Miner or other ETL/Visualization/Statistical preferred Sound understanding of data administration and management functions (collection, analysis, distribution, documentation etc.) Ability to work with complex data sets, and combine data from multiple sources into a single dashboard/reporting system An analytical mind-set with problem-solving skills and ability to think algorithmically Excellent communication and collaboration skills ",SINGEX HOLDINGS PTE. LTD.,"SINGAPORE EXPO, 1 EXPO DRIVE 486150",3500.0,6500.0,5000.0,0.0,Permanent,0,0,1,0,0,management,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325, JOB-2019-0050476 ," Monthly progress reports to Division Head (Costing Sheet / PM Report (COO / Division) / Staff Deployment Report / Main Contractor progress claim report / subcontractors progress claim report / costing budget / VO report) to respective department） Ensure timely claims / payments and monitor cash flow of projects To supervise / manage the overall site works related to Electrical Services and this shall be in line with safety requirements Supervision of work, liaise with main contractor / subcontractors / Site Engineers regarding the overall Electrical services To liaise with respective parties on checking of drawings on Electrical Services Coordinate and support the drafting team and liaise with Main Contractor / Subcontractors / Site Engineers regarding the overall MEPF services Attending to all site meetings with Owner / Consulatnts and Main Contractor on all matters relating to the project operation and coordination   ", Must possess good Electrical design and technical knowledge  Degree / diploma in Electrical or it's equivalent With at least 5 years of Electrical (Construction/Installation/Design) experiences   License No. 11C4619 Reg No. R1217747 ,CHONG SENG CONSULTANTS PTE. LTD.,"GOLDEN MILE TOWER, 6001 BEACH ROAD 199589",6000.0,12000.0,9000.0,1.0,Permanent,0,0,1,0,0,management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
326, JOB-2019-0083298 ,"About GoBear We don’t usually toot our own horn but (seeing as you might work here soon) we thought you might like to know GoBear is Asia’s first and only metasearch engine for financial products. We spend our days trying to figure out how to make comparing insurance and banking products as awesome as possible. Our happy place is where users don’t even have to think twice – they can choose a financial product that’s right for them and feel confident with their choice (we know that’s a nerdy happy place, but we can’t help what we love). We’re looking for people who break the mould; who’ve got a hankering to do something completely different. Obviously we want our bears to be smart and hardworking but, more importantly, we want people on our team who love technology, who love their job, and who aren’t afraid to fail while trying something completely crazy. Oh, and if you have a chuckle while reading WYSIWYG,#companykarma, GSD and “If you don’t listen to your customers, someone else will.”, then you’ll fit right into the team. If that all sounds up your alley, then read on.                                                                     Who’s who in the zoo? You’ll be reporting into the Conversion Director and you’ll also get to hang out with the Marketing and Product teams in the GoBear Support Centre, helping to improve the Marketing spend ROI. What fun you’ll get to have at GoBear?                    We need an experienced, no-nonsense, hands-on person who can do most (or all!) of these:                                                  You’ll be responsible for all Conversion Rate Optimization activities across GoBear’s products You will research and devise innovative conversion approaches You’ll get to work with the Technical and Data teams to ensure data quality and reliability You’ll oversee the selection of tools and technologies to enable maximum performance You will be working closely with product designers and the UX team to continuously test and drive revenue ","Got Skills?                                                                                            You have 3 years of experience in CRO, Consumer Analytics or related roles You have experience in developing and managing A/B and MVT tests You have a Bachelor's degree in a related field. You have excellent interpersonal and communication skills You are an expert in Google tools (Google Analytics, Google Optimize, Google Tag Manager) If you have basic coding skills in Javascript, JQuery, HTML and CSS, it will be a plus! A Google Analytics Certification is a definite bonus  Does this sound like you?  You’re a straight talker who gets stuff done and you don’t break a sweat under pressure You’ve got an eye for detail – you are meticulous and nothing slips by you Your friends and family probably get annoyed with you because you can’t let a problem go unsolved You play well with others You’re great at prioritising your work and you never miss a deadline   A self-starter who is highly motivated You love what you do and you always give 100%  Need more reasons to come and work for us? You’ll get to learn from a multi-cultural team of fin-tech disruptors at one of the fastest growing online brands in Asia. Our work makes us innovative, agile, brave and result-driven but we also just love what we do – and because we love what we do, we’re fun to be around (well, we think so anyway). We’ve got an open and transparent culture so what you see is what you get: we’re not cool with office politics. We value freedom and high performance above blindly following processes. In fact, we like it when you challenge our processes. We also like it when you show curiosity for new ideas that make a difference. And, we love it when you discover practical solutions to tough problems. We give lots of high fives for solving tough problems. You can leave your car at home because we’ve got a neat office in the CBD, just a short walk from Raffles Place MRT.",WOODPECKER ASIA TECH PTE. LTD.,,4000.0,7000.0,5500.0,0.0,Permanent,0,1,0,0,0,others,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327, JOB-2019-0083270 ,"Purpose of the position Provides support in driving standard processes with focus on controls and the management of the finance systems and applications and its data to support the organization’s process & reporting and needs. Principal responsibilities • Leading and providing guidance on the design of standard processes, ensuring existence of controls & compliance • Control on the maintenance of the quality of the finance system & data • Systems & applications issue resolution management • Systems & applications new/changes implementation management • Supports general management of engagement with Global Services Manila /Customer Care Center • Supports review and sign off of business cases of Global Services Manila initiatives, establishing the quantitative and qualitative benefits of initiatives vs the possible cost to the organization for doing it • Country/Regional (change) management for initiatives • Country/Region issue resolution management • Supports countries/regions in driving service delivery and improvements • Implementing initiatives supporting quality control and improvements • Management of Ad hoc Regional/Corporate Finance projects or initiatives • Management of Ad hoc Regional/Corporate requirements","• At least 10 years broad experience in accounting operations in a multinational company with at least 3 to 4 years in a supervisory position • Accounting degree and recognized finance qualification • Extensive training and exposure in ERP accounting transactions • In depth knowledge of SAP and BW • Excellent Analytical Skills, Hands on knowledge of Accounting process and Reporting",Company Undisclosed,,8000.0,12000.0,10000.0,1.0,Permanent,0,0,1,0,0,management,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328, JOB-2019-0081989 ,"Company overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Engineering & Operations Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another. The role: Data Center Facilities Manager - Singapore The Data Center team designs and operates some of the most sophisticated electrical engineering, mechanical engineering and HVAC systems in the world. Facility Technicians at Google data centers operate, monitor and support physical facilities conditions. Some duties will include heating and cooling of air and water, power supply, generators, UPS systems, electrical distribution and control and monitoring systems. You regularly help inspect, maintain and repair various data center systems such as piping and non-critical electrical or mechanical system components). You'll provide daily assistance to senior technicians as you read blueprints/schematics, conduct tours of systems and assess their working order. You will develop creative approaches to reducing operational costs while improving overall data center efficiency. You ensure that environmental and safety standards are consistently met, identifying problems and making repairs quickly In emergency situations or abnormal conditions, you manage data center performance issues and outages to minimize the recovery time from failures. Additional Role Description: As a Data Center Facilities Manager, you will lead a large team who are responsible for 24/7 data center operations. You will be responsible for meeting service level agreements with internal teams regarding uptime, efficiencies, and cost. In addition, you will work to grow the team in order to meet the needs of the business, while also leveraging technical talent and identifying key hiring needs for regional data centers. Responsibilities: - Provide technical input in the planning, design, and development of all electrical and mechanical facilities equipment. - Ensure that facilities issues are identified and repaired quickly. - Mentor and develop the skills of an internal team in order to scale in support of facilities equipment. - Work towards continual improvement in operation and maintenance efficiencies and travel to other regions to facilitate projects. - Lead a team of skilled electrical and mechanical technicians.","Minimum qualifications: - Bachelor's degree in Mechanical/Marine/Electrical Engineering or equivalent practical experience. - 6 years of experience in the management of teams performing installation, maintenance, or upgrade work in data center or business-critical facilities. Preferred qualifications: - 6 years of relevant work experience, including experience in planning, creating, and implementing complex control system designs for large data center installations, including overseeing negotiations or technical interactions with equipment providers. - Experience as a Chief Engineer or Facilities Manager of Critical Facilities/Data Centers. - Experience in electrical and mechanical systems and cooling principles. Specialized experience with generators, power electronics, chillers, and pumps. - Experience in motivating, leading, and creating an effective team environment.",GOOGLE ASIA PACIFIC PTE. LTD.,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",5700.0,11400.0,8550.0,1.0,Permanent,0,1,0,0,0,management,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
329, JOB-2019-0083008 ,"The main responsibility of the data science lead position is to drive, facilitate and manage artificial intelligence (AI) and machine learning (ML) development in Scoot. As a Data Science lead, you will develop AI solutions to challenging problems to drive Scoot’s business growth. You will also manage and own the entire end-to-end lifecycle of designing models, working closely with key internal and external stakeholders to design, build, implement and maintain AI solutions.   Responsibilities  Lead and manage AI and ML activities, and ensure alignment to business objectives and strategies Collaborate with stakeholders to identify AI opportunities that will drive new business initiatives and growth Develop algorithms and pragmatic solutions towards automation and optimisation Thought leader and trusted advisor in the analytics/data science/AI domain Assist in defining deliverables and distribution of the team's cycles for sprints in each product development cycle Work closely with a team of internal and external data analysts, data scientists, data engineers and business units for successful technical delivery of data science or AI models in commercial projects   "," Master’s degree in Computer Science, Data Science, Mathematics, Operations Research or similar field At least 3-5 years’ experience as a Data Scientist/Data Engineer or similar role Highly proficient and experienced in scripting languages and have rapid prototyping skills such as SQL, Python, Java Solid knowledge of Machine Learning and Artificial Intelligence Framework ecosystems and languages, such as TensorFlow Previous experience in recommending system and pricing optimisation models is a plus Familiarity with Google Cloud Platform, Big Query, Big Query ML is highly preferred Experience deploying large-scale machine learning systems in the cloud environment is a strong plus Willingness to learn and able to pick up new technology or new concepts fast Awareness of business objectives and ability to apply this understanding to recommend and implement product development for complex technical problems ",SCOOT TIGERAIR PTE. LTD.,"AIRLINE HOUSE, 25 AIRLINE ROAD 819829",4000.0,6500.0,5250.0,0.0,Permanent,1,0,0,0,0,management,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330, JOB-2019-0082380 ,Experience & understanding of Data Migration in SAP projects. Implement Data migration framework as per data migration architecture using SAP Data services.," Have at least 4-5 years of SAP project implementation experience. at least 1-2 small/medium size projects as junior Project Manager. Good communication, presentation skills. People oriented personality Familiar with Project Management tools Must have good attitude and drive for issues closure  Preferred Skills Minimum 2-3 full End to End SAP Data Migration Project.",DEZIRE TECHNOLOGIES PTE. LTD.,,6000.0,8000.0,7000.0,0.0,Permanent,0,1,0,0,0,management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331, JOB-2019-0021818 ,"As Senior Executive/Assistant Manager, Data Analytics in NUHS Education Office you will use data and analytics to aid educators in delivering better value and outcomes in healthcare. You are responsible for the following areas:  Work with key stakeholders to identify available and relevant datasets. Identify, design and build models for initiatives by performing data analysis such as recommending appropriate models of outcome measurements to transform and optimize resources. Develop data analytics strategies and design data collection frameworks in alignment with the programme strategies. Collation of requisite data, active monitoring of performance indicators and providing timely reports. Preparing reports and dashboard presentations for programme measurement and metrics for key stakeholders. Drive initiatives to improve the quality and volume of clinical teaching and training within the NUHS Cluster. To provide support to educational initiatives in NUHS such as workshops, Teachers’ Day and Continuing Education and Training (CET), etc. Co-ordinate and liaise with educational institutions, for matters in relation to clinical training and education. Conducting periodic accreditation and audit reviews on clinical training quality and finance matters. "," Bachelor’s Degree from an accredited institution. Proficient in the use of MS Excel (Advanced), Data Visualization tools (e.g. Tableau, IDEAs). Good inter-personal and communication skills, detailed and meticulous with an eye for detail. Analytical with strong problem solving and critical thinking skills. Ability to deliver clear, concise reports and presentations / dashboards and to articulate observations and recommendations clearly. Can-do mind-set and ability to work with minimal supervision. Ability to multi-task and work under time pressure. Working knowledge of data mining and forecasting / predictive modelling tools and basic understanding of Finance / Accounting will be an advantage. Relevant work experience in management and reporting of data in healthcare will be advantageous. ",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,1E KENT RIDGE ROAD 119228,3200.0,4700.0,3950.0,0.0,Permanent,0,1,0,0,0,management,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
